Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   10000/10000       std::__cxx11::list<int, std::allocator<int> >::pop_front() [71]
[69]     0.0    0.00    0.00   10000         std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [69]
                0.00    0.00   10000/10000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_dec_size(unsigned long) [65]
                0.00    0.00   10000/60000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [20]
                0.00    0.00   10000/30000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [35]
                0.00    0.00   10000/110148      std::_List_node<int>::_M_valptr() [16]
                0.00    0.00   10000/30000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [39]
-----------------------------------------------
                0.00    0.00   10000/10000       std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [66]
[70]     0.0    0.00    0.00   10000         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [70]
                0.00    0.00   10000/10000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [67]
                0.00    0.00   10000/40000       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [25]
                0.00    0.00   10000/30000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [38]
-----------------------------------------------
                0.00    0.00   10000/10000       kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[71]     0.0    0.00    0.00   10000         std::__cxx11::list<int, std::allocator<int> >::pop_front() [71]
                0.00    0.00   10000/60000       std::__cxx11::list<int, std::allocator<int> >::begin() [21]
                0.00    0.00   10000/10000       std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [69]
-----------------------------------------------
                0.00    0.00       5/15          kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00       5/15          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [100]
                0.00    0.00       5/15          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [86]
[72]     0.0    0.00    0.00      15         std::allocator<int>::~allocator() [72]
                0.00    0.00      15/15          std::__new_allocator<int>::~__new_allocator() [73]
-----------------------------------------------
                0.00    0.00      15/15          std::allocator<int>::~allocator() [72]
[73]     0.0    0.00    0.00      15         std::__new_allocator<int>::~__new_allocator() [73]
-----------------------------------------------
                0.00    0.00       5/10          std::__new_allocator<int>::max_size() const [81]
                0.00    0.00       5/10          std::__new_allocator<int>::allocate(unsigned long, void const*) [93]
[74]     0.0    0.00    0.00      10         std::__new_allocator<int>::_M_max_size() const [74]
-----------------------------------------------
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [100]
                0.00    0.00       5/10          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [85]
[75]     0.0    0.00    0.00      10         std::allocator<int>::allocator(std::allocator<int> const&) [75]
                0.00    0.00      10/10          std::__new_allocator<int>::__new_allocator(std::__new_allocator<int> const&) [77]
-----------------------------------------------
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >::~vector() [103]
                0.00    0.00       5/10          std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [101]
[76]     0.0    0.00    0.00      10         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [76]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<int>::allocator(std::allocator<int> const&) [75]
[77]     0.0    0.00    0.00      10         std::__new_allocator<int>::__new_allocator(std::__new_allocator<int> const&) [77]
-----------------------------------------------
                0.00    0.00       2/7           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [136]
                0.00    0.00       5/7           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [99]
[78]     0.0    0.00    0.00       7         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [78]
-----------------------------------------------
                0.00    0.00       1/6           kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00       1/6           main [1]
                0.00    0.00       2/6           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [137]
                0.00    0.00       2/6           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [123]
[79]     0.0    0.00    0.00       6         std::allocator<std::__cxx11::list<int, std::allocator<int> > >::~allocator() [79]
                0.00    0.00       6/6           std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::~__new_allocator() [80]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<std::__cxx11::list<int, std::allocator<int> > >::~allocator() [79]
[80]     0.0    0.00    0.00       6         std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::~__new_allocator() [80]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [97]
[81]     0.0    0.00    0.00       5         std::__new_allocator<int>::max_size() const [81]
                0.00    0.00       5/10          std::__new_allocator<int>::_M_max_size() const [74]
-----------------------------------------------
                0.00    0.00       5/5           kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[82]     0.0    0.00    0.00       5         std::allocator<int>::allocator() [82]
                0.00    0.00       5/5           std::__new_allocator<int>::__new_allocator() [94]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<int*>(int*, int*) [110]
[83]     0.0    0.00    0.00       5         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [83]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [88]
[84]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [84]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [96]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [90]
[85]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [85]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [89]
                0.00    0.00       5/10          std::allocator<int>::allocator(std::allocator<int> const&) [75]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [91]
[86]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [86]
                0.00    0.00       5/15          std::allocator<int>::~allocator() [72]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [91]
[87]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [87]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [95]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [90]
[88]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [88]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [84]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [85]
[89]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [89]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [102]
[90]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [90]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [88]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [85]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::~vector() [103]
[91]     0.0    0.00    0.00       5         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [91]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [87]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [86]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [95]
[92]     0.0    0.00    0.00       5         std::__new_allocator<int>::deallocate(int*, unsigned long) [92]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [96]
[93]     0.0    0.00    0.00       5         std::__new_allocator<int>::allocate(unsigned long, void const*) [93]
                0.00    0.00       5/10          std::__new_allocator<int>::_M_max_size() const [74]
-----------------------------------------------
                0.00    0.00       5/5           std::allocator<int>::allocator() [82]
[94]     0.0    0.00    0.00       5         std::__new_allocator<int>::__new_allocator() [94]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [87]
[95]     0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [95]
                0.00    0.00       5/5           std::__new_allocator<int>::deallocate(int*, unsigned long) [92]
-----------------------------------------------
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [84]
[96]     0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [96]
                0.00    0.00       5/5           std::__new_allocator<int>::allocate(unsigned long, void const*) [93]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [99]
[97]     0.0    0.00    0.00       5         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [97]
                0.00    0.00       5/5           std::__new_allocator<int>::max_size() const [81]
-----------------------------------------------
                0.00    0.00       5/5           int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [107]
[98]     0.0    0.00    0.00       5         int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [98]
                0.00    0.00       5/5           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [109]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [100]
[99]     0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [99]
                0.00    0.00       5/5           std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [97]
                0.00    0.00       5/7           unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [78]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [102]
[100]    0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [100]
                0.00    0.00       5/10          std::allocator<int>::allocator(std::allocator<int> const&) [75]
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [99]
                0.00    0.00       5/15          std::allocator<int>::~allocator() [72]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [102]
[101]    0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [101]
                0.00    0.00       5/10          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [76]
                0.00    0.00       5/5           int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [108]
-----------------------------------------------
                0.00    0.00       5/5           kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[102]    0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [102]
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [100]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [90]
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [101]
-----------------------------------------------
                0.00    0.00       5/5           kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[103]    0.0    0.00    0.00       5         std::vector<int, std::allocator<int> >::~vector() [103]
                0.00    0.00       5/10          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [76]
                0.00    0.00       5/5           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [111]
                0.00    0.00       5/5           std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [91]
-----------------------------------------------
                0.00    0.00       5/5           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [109]
[104]    0.0    0.00    0.00       5         int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [104]
                0.00    0.00       5/5           void std::__fill_a<int*, int>(int*, int*, int const&) [112]
-----------------------------------------------
                0.00    0.00       5/5           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [109]
[105]    0.0    0.00    0.00       5         std::__size_to_integer(unsigned long) [105]
-----------------------------------------------
                0.00    0.00       5/5           int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [109]
[106]    0.0    0.00    0.00       5         std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [106]
-----------------------------------------------
                0.00    0.00       5/5           int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [108]
[107]    0.0    0.00    0.00       5         int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [107]
                0.00    0.00       5/5           int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [98]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [101]
[108]    0.0    0.00    0.00       5         int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&) [108]
                0.00    0.00       5/5           int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [107]
-----------------------------------------------
                0.00    0.00       5/5           int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [98]
[109]    0.0    0.00    0.00       5         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [109]
                0.00    0.00       5/5           std::__size_to_integer(unsigned long) [105]
                0.00    0.00       5/5           std::iterator_traits<int*>::iterator_category std::__iterator_category<int*>(int* const&) [106]
                0.00    0.00       5/5           int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [104]
-----------------------------------------------
                0.00    0.00       5/5           void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [111]
[110]    0.0    0.00    0.00       5         void std::_Destroy<int*>(int*, int*) [110]
                0.00    0.00       5/5           void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [83]
-----------------------------------------------
                0.00    0.00       5/5           std::vector<int, std::allocator<int> >::~vector() [103]
[111]    0.0    0.00    0.00       5         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [111]
                0.00    0.00       5/5           void std::_Destroy<int*>(int*, int*) [110]
-----------------------------------------------
                0.00    0.00       5/5           int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [104]
[112]    0.0    0.00    0.00       5         void std::__fill_a<int*, int>(int*, int*, int const&) [112]
                0.00    0.00       5/5           __gnu_cxx::__enable_if<__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [113]
-----------------------------------------------
                0.00    0.00       5/5           void std::__fill_a<int*, int>(int*, int*, int const&) [112]
[113]    0.0    0.00    0.00       5         __gnu_cxx::__enable_if<__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [113]
-----------------------------------------------
                0.00    0.00       2/4           std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::max_size() const [118]
                0.00    0.00       2/4           std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::allocate(unsigned long, void const*) [130]
[114]    0.0    0.00    0.00       4         std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::_M_max_size() const [114]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [137]
                0.00    0.00       2/4           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [122]
[115]    0.0    0.00    0.00       4         std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [115]
                0.00    0.00       4/4           std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::__new_allocator(std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [117]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~vector() [140]
                0.00    0.00       2/4           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [138]
[116]    0.0    0.00    0.00       4         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [116]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [115]
[117]    0.0    0.00    0.00       4         std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::__new_allocator(std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [117]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [134]
[118]    0.0    0.00    0.00       2         std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::max_size() const [118]
                0.00    0.00       2/4           std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::_M_max_size() const [114]
-----------------------------------------------
                0.00    0.00       1/2           kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00       1/2           main [1]
[119]    0.0    0.00    0.00       2         std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator() [119]
                0.00    0.00       2/2           std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::__new_allocator() [131]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [143]
[120]    0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [120]
                0.00    0.00   20000/40000       std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [24]
                0.00    0.00   20000/20000       void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [61]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [125]
[121]    0.0    0.00    0.00       2         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_allocate(unsigned long) [121]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::allocate(std::allocator<std::__cxx11::list<int, std::allocator<int> > >&, unsigned long) [133]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [127]
[122]    0.0    0.00    0.00       2         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [122]
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [126]
                0.00    0.00       2/4           std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [115]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~_Vector_base() [128]
[123]    0.0    0.00    0.00       2         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [123]
                0.00    0.00       2/6           std::allocator<std::__cxx11::list<int, std::allocator<int> > >::~allocator() [79]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~_Vector_base() [128]
[124]    0.0    0.00    0.00       2         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_deallocate(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [124]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::deallocate(std::allocator<std::__cxx11::list<int, std::allocator<int> > >&, std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [132]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [127]
[125]    0.0    0.00    0.00       2         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [125]
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_allocate(unsigned long) [121]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [122]
[126]    0.0    0.00    0.00       2         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [126]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::vector(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [139]
[127]    0.0    0.00    0.00       2         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [127]
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [125]
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [122]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~vector() [140]
[128]    0.0    0.00    0.00       2         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~_Vector_base() [128]
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_deallocate(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [124]
                0.00    0.00       2/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [123]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::deallocate(std::allocator<std::__cxx11::list<int, std::allocator<int> > >&, std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [132]
[129]    0.0    0.00    0.00       2         std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::deallocate(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [129]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::allocate(std::allocator<std::__cxx11::list<int, std::allocator<int> > >&, unsigned long) [133]
[130]    0.0    0.00    0.00       2         std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::allocate(unsigned long, void const*) [130]
                0.00    0.00       2/4           std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::_M_max_size() const [114]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator() [119]
[131]    0.0    0.00    0.00       2         std::__new_allocator<std::__cxx11::list<int, std::allocator<int> > >::__new_allocator() [131]
-----------------------------------------------
