Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   20000/30000       std::_List_iterator<int>::operator++() [27]
                0.00    0.00   10000/10000       std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [66]
                                5074             dfsVisit(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, int&, int) [6]
-----------------------------------------------
                0.00    0.00   60000/140000      std::__cxx11::list<int, std::allocator<int> >::begin() [21]
                0.00    0.00   80000/140000      std::__cxx11::list<int, std::allocator<int> >::end() [18]
[13]     0.0    0.00    0.00  140000         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [13]
-----------------------------------------------
                0.00    0.00  110148/110148      std::_List_node<int>::_M_valptr() [16]
[14]     0.0    0.00    0.00  110148         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [14]
                0.00    0.00  110148/110148      __gnu_cxx::__aligned_membuf<int>::_M_addr() [15]
-----------------------------------------------
                0.00    0.00  110148/110148      __gnu_cxx::__aligned_membuf<int>::_M_ptr() [14]
[15]     0.0    0.00    0.00  110148         __gnu_cxx::__aligned_membuf<int>::_M_addr() [15]
-----------------------------------------------
                0.00    0.00   10000/110148      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [67]
                0.00    0.00   10000/110148      std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [69]
                0.00    0.00   20000/110148      std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [47]
                0.00    0.00   20000/110148      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [55]
                0.00    0.00   50148/110148      std::_List_iterator<int>::operator*() const [23]
[16]     0.0    0.00    0.00  110148         std::_List_node<int>::_M_valptr() [16]
                0.00    0.00  110148/110148      __gnu_cxx::__aligned_membuf<int>::_M_ptr() [14]
-----------------------------------------------
                0.00    0.00   10000/110000      main [1]
                0.00    0.00   40000/110000      kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00   60000/110000      dfsVisit(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, int&, int) [6]
[17]     0.0    0.00    0.00  110000         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [17]
-----------------------------------------------
                0.00    0.00   20000/80000       kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00   20000/80000       std::__cxx11::list<int, std::allocator<int> >::push_back(int&&) [57]
                0.00    0.00   40000/80000       dfsVisit(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, int&, int) [6]
[18]     0.0    0.00    0.00   80000         std::__cxx11::list<int, std::allocator<int> >::end() [18]
                0.00    0.00   80000/140000      std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [13]
-----------------------------------------------
                0.00    0.00   20000/80000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [56]
                0.00    0.00   20000/80000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [55]
                0.00    0.00   20000/80000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int>(std::allocator<std::_List_node<int> >&, int*, int&&) [54]
                0.00    0.00   20000/80000       void std::__new_allocator<std::_List_node<int> >::construct<int, int>(int*, int&&) [53]
[19]     0.0    0.00    0.00   80000         int&& std::forward<int>(std::remove_reference<int>::type&) [19]
-----------------------------------------------
                0.00    0.00   10000/60000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [67]
                0.00    0.00   10000/60000       std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [69]
                0.00    0.00   20000/60000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [47]
                0.00    0.00   20000/60000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [55]
[20]     0.0    0.00    0.00   60000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [20]
-----------------------------------------------
                0.00    0.00   10000/60000       kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00   10000/60000       std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [66]
                0.00    0.00   10000/60000       std::__cxx11::list<int, std::allocator<int> >::front() [68]
                0.00    0.00   10000/60000       std::__cxx11::list<int, std::allocator<int> >::pop_front() [71]
                0.00    0.00   20000/60000       dfsVisit(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, int&, int) [6]
[21]     0.0    0.00    0.00   60000         std::__cxx11::list<int, std::allocator<int> >::begin() [21]
                0.00    0.00   60000/140000      std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [13]
-----------------------------------------------
                0.00    0.00   20000/60000       kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00   40000/60000       dfsVisit(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, int&, int) [6]
[22]     0.0    0.00    0.00   60000         std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [22]
-----------------------------------------------
                0.00    0.00   10000/50148       kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00   10000/50148       std::__cxx11::list<int, std::allocator<int> >::front() [68]
                0.00    0.00   30148/50148       dfsVisit(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, int&, int) [6]
[23]     0.0    0.00    0.00   50148         std::_List_iterator<int>::operator*() const [23]
                0.00    0.00   50148/110148      std::_List_node<int>::_M_valptr() [16]
-----------------------------------------------
                0.00    0.00   20000/40000       std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [135]
                0.00    0.00   20000/40000       void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [120]
[24]     0.0    0.00    0.00   40000         std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [24]
-----------------------------------------------
                0.00    0.00   10000/40000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [70]
                0.00    0.00   10000/40000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [67]
                0.00    0.00   10000/40000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [64]
                0.00    0.00   10000/40000       void std::__new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [63]
[25]     0.0    0.00    0.00   40000         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [25]
-----------------------------------------------
                0.00    0.00   30000/30000       std::__new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [33]
[26]     0.0    0.00    0.00   30000         std::__new_allocator<std::_List_node<int> >::_M_max_size() const [26]
-----------------------------------------------
                0.00    0.00   10000/30000       kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00   20000/30000       dfsVisit(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, int&, int) [6]
[27]     0.0    0.00    0.00   30000         std::_List_iterator<int>::operator++() [27]
-----------------------------------------------
                0.00    0.00   10000/30000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [67]
                0.00    0.00   20000/30000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [55]
[28]     0.0    0.00    0.00   30000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [28]
                0.00    0.00   30000/30000       std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [40]
-----------------------------------------------
                0.00    0.00   10000/30000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [67]
                0.00    0.00   20000/30000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [55]
[29]     0.0    0.00    0.00   30000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [29]
-----------------------------------------------
                0.00    0.00   10000/30000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [67]
                0.00    0.00   20000/30000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [55]
[30]     0.0    0.00    0.00   30000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [30]
-----------------------------------------------
                0.00    0.00   30000/30000       std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [34]
[31]     0.0    0.00    0.00   30000         std::__new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [31]
-----------------------------------------------
                0.00    0.00   30000/30000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [35]
[32]     0.0    0.00    0.00   30000         void std::__new_allocator<std::_List_node<int> >::destroy<int>(int*) [32]
-----------------------------------------------
                0.00    0.00   30000/30000       std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [36]
[33]     0.0    0.00    0.00   30000         std::__new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [33]
                0.00    0.00   30000/30000       std::__new_allocator<std::_List_node<int> >::_M_max_size() const [26]
-----------------------------------------------
                0.00    0.00   30000/30000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [39]
[34]     0.0    0.00    0.00   30000         std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [34]
                0.00    0.00   30000/30000       std::__new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [31]
-----------------------------------------------
                0.00    0.00   10000/30000       std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [69]
                0.00    0.00   20000/30000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [47]
[35]     0.0    0.00    0.00   30000         void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [35]
                0.00    0.00   30000/30000       void std::__new_allocator<std::_List_node<int> >::destroy<int>(int*) [32]
-----------------------------------------------
                0.00    0.00   30000/30000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [37]
[36]     0.0    0.00    0.00   30000         std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [36]
                0.00    0.00   30000/30000       std::__new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [33]
-----------------------------------------------
                0.00    0.00   10000/30000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [67]
                0.00    0.00   20000/30000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [55]
[37]     0.0    0.00    0.00   30000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [37]
                0.00    0.00   30000/30000       std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [36]
-----------------------------------------------
                0.00    0.00   10000/30000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [70]
                0.00    0.00   20000/30000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [56]
[38]     0.0    0.00    0.00   30000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [38]
-----------------------------------------------
                0.00    0.00   10000/30000       std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [69]
                0.00    0.00   20000/30000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [47]
[39]     0.0    0.00    0.00   30000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [39]
                0.00    0.00   30000/30000       std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [34]
-----------------------------------------------
                0.00    0.00   30000/30000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [28]
[40]     0.0    0.00    0.00   30000         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [40]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [45]
[41]     0.0    0.00    0.00   20001         std::allocator<std::_List_node<int> >::allocator() [41]
                0.00    0.00   20001/20001       std::__new_allocator<std::_List_node<int> >::__new_allocator() [43]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [46]
[42]     0.0    0.00    0.00   20001         std::allocator<std::_List_node<int> >::~allocator() [42]
                0.00    0.00   20001/20001       std::__new_allocator<std::_List_node<int> >::~__new_allocator() [44]
-----------------------------------------------
                0.00    0.00   20001/20001       std::allocator<std::_List_node<int> >::allocator() [41]
[43]     0.0    0.00    0.00   20001         std::__new_allocator<std::_List_node<int> >::__new_allocator() [43]
-----------------------------------------------
                0.00    0.00   20001/20001       std::allocator<std::_List_node<int> >::~allocator() [42]
[44]     0.0    0.00    0.00   20001         std::__new_allocator<std::_List_node<int> >::~__new_allocator() [44]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [48]
[45]     0.0    0.00    0.00   20001         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [45]
                0.00    0.00   20001/20001       std::__detail::_List_node_header::_List_node_header() [52]
                0.00    0.00   20001/20001       std::allocator<std::_List_node<int> >::allocator() [41]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [49]
[46]     0.0    0.00    0.00   20001         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [46]
                0.00    0.00   20001/20001       std::allocator<std::_List_node<int> >::~allocator() [42]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [49]
[47]     0.0    0.00    0.00   20001         std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [47]
                0.00    0.00   20000/110148      std::_List_node<int>::_M_valptr() [16]
                0.00    0.00   20000/60000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [20]
                0.00    0.00   20000/30000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [35]
                0.00    0.00   20000/30000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [39]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::list<int, std::allocator<int> >::list() [50]
[48]     0.0    0.00    0.00   20001         std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [48]
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [45]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::list<int, std::allocator<int> >::~list() [58]
[49]     0.0    0.00    0.00   20001         std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [49]
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [46]
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [47]
-----------------------------------------------
                0.00    0.00       1/20001       __cxx_global_var_init.1 [147]
                0.00    0.00   20000/20001       void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [59]
[50]     0.0    0.00    0.00   20001         std::__cxx11::list<int, std::allocator<int> >::list() [50]
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [48]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__detail::_List_node_header::_List_node_header() [52]
[51]     0.0    0.00    0.00   20001         std::__detail::_List_node_header::_M_init() [51]
-----------------------------------------------
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [45]
[52]     0.0    0.00    0.00   20001         std::__detail::_List_node_header::_List_node_header() [52]
                0.00    0.00   20001/20001       std::__detail::_List_node_header::_M_init() [51]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int>(std::allocator<std::_List_node<int> >&, int*, int&&) [54]
[53]     0.0    0.00    0.00   20000         void std::__new_allocator<std::_List_node<int> >::construct<int, int>(int*, int&&) [53]
                0.00    0.00   20000/80000       int&& std::forward<int>(std::remove_reference<int>::type&) [19]
-----------------------------------------------
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [55]
[54]     0.0    0.00    0.00   20000         void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int>(std::allocator<std::_List_node<int> >&, int*, int&&) [54]
                0.00    0.00   20000/80000       int&& std::forward<int>(std::remove_reference<int>::type&) [19]
                0.00    0.00   20000/20000       void std::__new_allocator<std::_List_node<int> >::construct<int, int>(int*, int&&) [53]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [56]
[55]     0.0    0.00    0.00   20000         std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [55]
                0.00    0.00   20000/60000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [20]
                0.00    0.00   20000/30000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [37]
                0.00    0.00   20000/30000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [28]
                0.00    0.00   20000/110148      std::_List_node<int>::_M_valptr() [16]
                0.00    0.00   20000/80000       int&& std::forward<int>(std::remove_reference<int>::type&) [19]
                0.00    0.00   20000/30000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [30]
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int>(std::allocator<std::_List_node<int> >&, int*, int&&) [54]
                0.00    0.00   20000/30000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [29]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >::push_back(int&&) [57]
[56]     0.0    0.00    0.00   20000         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [56]
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [55]
                0.00    0.00   20000/80000       int&& std::forward<int>(std::remove_reference<int>::type&) [19]
                0.00    0.00   20000/30000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [38]
-----------------------------------------------
                0.00    0.00   10000/20000       kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00   10000/20000       main [1]
[57]     0.0    0.00    0.00   20000         std::__cxx11::list<int, std::allocator<int> >::push_back(int&&) [57]
                0.00    0.00   20000/20000       std::remove_reference<int&>::type&& std::move<int&>(int&) [60]
                0.00    0.00   20000/80000       std::__cxx11::list<int, std::allocator<int> >::end() [18]
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [56]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [61]
[58]     0.0    0.00    0.00   20000         std::__cxx11::list<int, std::allocator<int> >::~list() [58]
                0.00    0.00   20001/20001       std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [49]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [135]
[59]     0.0    0.00    0.00   20000         void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [59]
                0.00    0.00   20000/20001       std::__cxx11::list<int, std::allocator<int> >::list() [50]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >::push_back(int&&) [57]
[60]     0.0    0.00    0.00   20000         std::remove_reference<int&>::type&& std::move<int&>(int&) [60]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [120]
[61]     0.0    0.00    0.00   20000         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [61]
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >::~list() [58]
-----------------------------------------------
                0.00    0.00   10001/10001       kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[62]     0.0    0.00    0.00   10001         std::__cxx11::list<int, std::allocator<int> >::empty() const [62]
-----------------------------------------------
                0.00    0.00   10000/10000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [64]
[63]     0.0    0.00    0.00   10000         void std::__new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [63]
                0.00    0.00   10000/40000       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [25]
-----------------------------------------------
                0.00    0.00   10000/10000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [67]
[64]     0.0    0.00    0.00   10000         void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [64]
                0.00    0.00   10000/40000       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [25]
                0.00    0.00   10000/10000       void std::__new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [63]
-----------------------------------------------
                0.00    0.00   10000/10000       std::__cxx11::list<int, std::allocator<int> >::_M_erase(std::_List_iterator<int>) [69]
[65]     0.0    0.00    0.00   10000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_dec_size(unsigned long) [65]
-----------------------------------------------
                0.00    0.00   10000/10000       dfsVisit(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, std::vector<int, std::allocator<int> >&, int&, int) [6]
[66]     0.0    0.00    0.00   10000         std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [66]
                0.00    0.00   10000/60000       std::__cxx11::list<int, std::allocator<int> >::begin() [21]
                0.00    0.00   10000/10000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [70]
-----------------------------------------------
                0.00    0.00   10000/10000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [70]
[67]     0.0    0.00    0.00   10000         std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [67]
                0.00    0.00   10000/60000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [20]
                0.00    0.00   10000/30000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [37]
                0.00    0.00   10000/30000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [28]
                0.00    0.00   10000/110148      std::_List_node<int>::_M_valptr() [16]
                0.00    0.00   10000/40000       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [25]
                0.00    0.00   10000/30000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [30]
                0.00    0.00   10000/10000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [64]
                0.00    0.00   10000/30000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [29]
-----------------------------------------------
                0.00    0.00   10000/10000       kosarju(std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[68]     0.0    0.00    0.00   10000         std::__cxx11::list<int, std::allocator<int> >::front() [68]
                0.00    0.00   10000/50148       std::_List_iterator<int>::operator*() const [23]
                0.00    0.00   10000/60000       std::__cxx11::list<int, std::allocator<int> >::begin() [21]
-----------------------------------------------
